Time (s),Voltage (V),Current (mA)
151.8411,0.941992,4.10379
152.1469,0.944945,4.141867
152.4565,0.949094,4.171835
152.7628,0.955785,4.195009
153.0671,0.959746,4.227607
153.3767,0.965734,4.242783
153.6837,0.969191,4.271436
153.9899,0.975707,4.295158
154.3149,0.979926,4.310498
154.6221,0.985199,4.340247
154.9284,0.990086,4.363915
155.2366,0.994574,4.384953
155.5439,1.000059,4.405443
155.8541,1.009621,4.376187
156.175,1.011273,4.427083
156.4879,1.010594,4.440177
156.8054,1.004523,4.420728
157.1137,1.000457,4.402375
157.4375,0.996555,4.363367
157.7547,0.990953,4.346603
158.0756,0.98609,4.331646
158.4057,0.979996,4.306609
158.719,0.97907,4.253411
159.0426,0.971148,4.256151
159.3644,0.964844,4.234729
159.6791,0.96291,4.193311
159.9934,0.955035,4.19216
160.3117,0.949937,4.177861
160.6219,0.944242,4.157426
160.934,0.94075,4.122801
161.2396,0.935406,4.092176
161.5571,0.929301,4.083191
161.8656,0.923852,4.054264
162.1746,0.918777,4.037938
162.4866,0.913352,4.010325
162.8017,0.908535,3.995204
163.1086,0.905652,3.940911
163.4181,0.899477,3.942336
163.7269,0.892902,3.924749
164.0357,0.888379,3.895713
164.3604,0.883012,3.88103
164.7098,0.878969,3.849364
165.0261,0.874316,3.810685
165.3414,0.870484,3.792331
165.6599,0.866441,3.758802
165.9816,0.862211,3.740011
166.2985,0.853645,3.733491
166.617,0.85075,3.710097
166.9343,0.843543,3.696784
167.2445,0.840238,3.659366
167.5544,0.833559,3.6466
167.8665,0.837789,3.574173
168.1988,0.82634,3.579213
168.5249,0.822461,3.560915
168.8499,0.815125,3.541795
169.1701,0.810824,3.525304
169.4863,0.80418,3.499116
169.8084,0.799457,3.487556
170.1285,0.793539,3.473421
170.4416,0.788711,3.446138
170.7545,0.784656,3.418142
171.0636,0.778059,3.401213
171.4014,0.781047,3.336237
171.7089,0.772527,3.324184
172.0273,0.767699,3.296901
172.342,0.76416,3.267097
172.6683,0.757469,3.256633
172.9872,0.752523,3.240909
173.3122,0.749113,3.20623
173.6381,0.743313,3.187383
173.9547,0.736738,3.166564
174.2779,0.733551,3.13824
174.604,0.726789,3.134624
174.9425,0.72366,3.100766
175.2652,0.719547,3.070853
175.5766,0.71568,3.049815
175.8946,0.70948,3.039625
176.2054,0.703352,3.013437
176.5157,0.69843,2.995632
176.8242,0.693004,2.971471
177.1303,0.688586,2.94857
177.4354,0.682844,2.927861
177.742,0.679176,2.904194
178.0639,0.67668,2.864035
178.3737,0.670961,2.858995
178.6846,0.661434,2.859598
178.9971,0.660109,2.811879
179.3068,0.6505,2.816262
179.6184,0.645895,2.787171
179.9481,0.641441,2.755121
180.2556,0.63502,2.748272
180.5654,0.630133,2.721756
180.8781,0.625094,2.701923
181.2066,0.621344,2.653054
181.5204,0.614184,2.643247
181.8412,0.61027,2.621114
182.1639,0.609391,2.552412
182.4743,0.600602,2.575094
182.7857,0.595352,2.548632
183.0979,0.591285,2.525293
183.4028,0.585402,2.492038
183.7115,0.578711,2.489737
184.0166,0.573508,2.460152
184.3301,0.568879,2.440046
184.6399,0.563512,2.418405
184.9701,0.562527,2.363893
185.2861,0.552941,2.371344
185.599,0.548816,2.347238
185.9052,0.543613,2.320776
186.2132,0.538176,2.304067
186.522,0.534637,2.280947
186.8336,0.52818,2.261388
187.1452,0.523082,2.241775
187.4548,0.518383,2.211752
187.7607,0.513602,2.195042
188.0752,0.508176,2.169293
188.3808,0.504402,2.141461
188.6879,0.498672,2.116917
188.9954,0.494816,2.102837
189.3067,0.490234,2.074403
189.6137,0.483789,2.047613
189.9284,0.47643,2.047668
190.2733,0.473043,1.99962
190.5835,0.467723,1.985266
190.8934,0.462789,1.954531
191.2004,0.457949,1.93678
191.5089,0.453098,1.919139
191.8271,0.449945,1.887473
192.1519,0.444262,1.858929
192.4782,0.441027,1.83066
192.8045,0.436258,1.789241
193.1326,0.428617,1.794172
193.4559,0.425277,1.763875
193.7666,0.419805,1.744481
194.0834,0.412539,1.732647
194.3927,0.408426,1.703556
194.7004,0.402437,1.685477
195.0223,0.399859,1.65507
195.3756,0.396027,1.61798
195.6913,0.388434,1.611789
196.0208,0.385492,1.577164
196.3512,0.38207,1.5438
196.6646,0.374887,1.528405
196.9763,0.369016,1.521447
197.2887,0.36366,1.501505
197.5972,0.358656,1.478769
197.9067,0.353816,1.466058
198.2137,0.348402,1.439323
198.5228,0.343809,1.420147
198.8333,0.338219,1.396535
199.1407,0.332875,1.37599
199.4554,0.330063,1.329969
199.7637,0.32302,1.324984
200.077,0.318684,1.299344
200.3851,0.312801,1.279402
200.6975,0.30816,1.258748
201.0048,0.302559,1.234368
201.3138,0.298469,1.203907
201.6215,0.29166,1.188128
201.9293,0.288121,1.164515
202.2447,0.290266,1.084802
202.5561,0.277246,1.12096
202.8837,0.274188,1.080967
203.1933,0.278383,1.010512
203.5167,0.266441,1.030289
203.8346,0.263477,1.005362
204.1493,0.257828,0.987501
204.4577,0.252191,0.965313
204.7747,0.247773,0.937263
205.0869,0.242934,0.921046
205.4321,0.237684,0.888065
205.7395,0.232668,0.888339
206.0551,0.224629,0.869163
206.3662,0.223422,0.832457
206.6784,0.21523,0.818322
206.9866,0.207871,0.812843
207.2955,0.204086,0.7843
207.6143,0.199715,0.759043
207.9242,0.194137,0.737184
208.2351,0.189824,0.715434
208.5511,0.18482,0.688314
208.8634,0.179898,0.666674
209.1758,0.178457,0.629419
209.4831,0.172199,0.609368
209.8004,0.16457,0.599671
210.116,0.161535,0.570908
210.4577,0.155184,0.556883
210.7738,0.149629,0.531243
211.0853,0.144871,0.510205
211.3972,0.139574,0.490098
211.7036,0.13382,0.465006
212.0113,0.131207,0.429286
212.352,0.124387,0.422328
212.6642,0.122148,0.391045
212.9756,0.119336,0.347709
213.3049,0.114203,0.325247
213.6217,0.111367,0.299826
213.9318,0.105555,0.280925
214.2427,0.098184,0.261695
214.5513,0.093555,0.240219
214.8618,0.083992,0.241917
215.1742,0.084543,0.192445
215.4917,0.071078,0.210415
215.823,0.070023,0.17075
216.1342,0.065746,0.142864
216.4427,0.060086,0.126209
216.7506,0.057297,0.098706
217.0635,0.050113,0.084298
217.37,0.046199,0.060301
217.6787,0.040047,0.036743
217.9841,0.034762,0.014117
218.2924,0.030473,-0.005387
218.6045,0.025117,-0.030479
218.9207,0.029465,-0.092223
219.2355,0.017723,-0.077705
219.5558,0.021168,-0.099674
219.8771,0.033367,-0.106249
220.1946,0.033297,-0.061324
220.5068,0.031035,-0.011797
220.8487,0.036648,0.016965
221.1641,0.04109,0.028471
221.4752,0.049891,0.03625
221.8059,0.060941,0.024252
222.1481,0.070586,0.037949
222.5022,0.063813,0.109883
222.8241,0.067762,0.13744
223.1517,0.072238,0.154314
223.47,0.074453,0.192391
223.7797,0.081039,0.211894
224.0909,0.08582,0.230741
224.4046,0.08848,0.261585
224.7138,0.094855,0.28339
225.0222,0.098605,0.306346
225.3417,0.106469,0.318399
225.6884,0.113371,0.336478
226.0248,0.124949,0.30525
226.3804,0.136703,0.309085
226.7464,0.131184,0.383594
227.0895,0.139059,0.398386
227.4339,0.143758,0.409891
227.7615,0.148844,0.438271
228.1119,0.151539,0.478648
228.442,0.156824,0.501987
228.7941,0.170195,0.473662
228.9095,0.178656,0.479908
229.2895,0.181187,0.516231
229.6137,0.174848,0.591179
230.0782,0.190797,0.559348
230.2766,0.193188,0.608491
230.9515,0.190879,0.660921
231.2644,0.193082,0.697245
231.5768,0.197617,0.720638
231.8878,0.203535,0.735814
232.1985,0.207227,0.764303
232.5118,0.212535,0.785724
232.8188,0.213648,0.823362
233.134,0.220469,0.83925
233.4515,0.228637,0.861439
233.763,0.234297,0.868725
234.0807,0.23807,0.898091
234.3926,0.244105,0.917485
234.7004,0.24816,0.935071
235.0113,0.25348,0.968107
235.3217,0.257559,0.992268
235.6337,0.259223,1.029358
235.9647,0.264555,1.059107
236.272,0.269605,1.085185
236.5824,0.274375,1.106552
236.8923,0.279555,1.127535
237.1982,0.284395,1.157503
237.5117,0.294473,1.149559
237.8362,0.294801,1.199743
238.1513,0.304176,1.19273
238.4639,0.308816,1.225109
238.8033,0.311418,1.267842
239.1169,0.316422,1.280826
239.4328,0.320793,1.31693
239.7476,0.326676,1.31967
240.0627,0.336473,1.325313
240.3863,0.340844,1.351555
240.7216,0.346223,1.375278
241.0629,0.350172,1.401465
241.3927,0.35548,1.415929
241.717,0.360953,1.437734
242.0357,0.361281,1.492301
242.3468,0.364656,1.520132
242.6586,0.370562,1.537883
242.9739,0.377664,1.550812
243.2851,0.387016,1.550758
243.6089,0.386652,1.599736
243.9277,0.390813,1.630636
244.2506,0.397141,1.636224
244.5662,0.405695,1.649811
244.8941,0.405977,1.698844
245.2114,0.40927,1.718677
245.5252,0.416852,1.734346
245.8358,0.419266,1.769409
246.1693,0.429332,1.753411
246.4942,0.430867,1.814936
246.808,0.435965,1.832413
247.1208,0.441262,1.858984
247.4439,0.44527,1.882707
247.753,0.45407,1.877118
248.0624,0.455113,1.927357
248.3718,0.460973,1.948614
248.681,0.466246,1.962366
248.9917,0.470488,1.99825
249.3103,0.47923,2.003784
249.6224,0.481621,2.040545
249.9322,0.486637,2.056762
250.2406,0.492109,2.087716
250.5522,0.496574,2.109795
250.8631,0.50207,2.129573
251.1733,0.504355,2.175703
251.5232,0.510496,2.182825
251.8633,0.515441,2.157514
252.1849,0.517199,2.192522
252.5043,0.520527,2.219586
252.8477,0.526047,2.247418
253.1657,0.531309,2.260183
253.4934,0.535457,2.28659
253.8081,0.542008,2.313709
254.1234,0.54625,2.336664
254.4365,0.550656,2.363564
254.7484,0.556434,2.380877
255.0574,0.561109,2.404051
255.3667,0.566219,2.428869
255.6763,0.570918,2.45303
255.9854,0.575828,2.478122
256.2967,0.580199,2.500858
256.632,0.58716,2.522499
256.9434,0.59057,2.547427
257.2531,0.596477,2.568957
257.5614,0.601211,2.590762
257.8737,0.607785,2.604733
258.1964,0.611207,2.644508
258.5172,0.620805,2.647576
258.8372,0.62459,2.677817
259.1566,0.63093,2.676722
259.4742,0.63557,2.710196
259.7888,0.63823,2.750793
260.1045,0.643434,2.776706
260.4201,0.653758,2.75912
260.7391,0.65527,2.822508
261.0564,0.662184,2.842231
261.3818,0.663449,2.868911
261.739,0.668207,2.888361
262.0536,0.673516,2.913233
262.3674,0.678449,2.940572
262.6801,0.683125,2.96024
262.987,0.687695,2.974594
263.2977,0.692512,3.005877
263.6146,0.701441,2.991632
263.9278,0.705449,3.034092
264.2374,0.710699,3.046254
264.5473,0.715422,3.067237
264.859,0.719934,3.100273
265.1677,0.725207,3.107615
265.4741,0.730059,3.134624
265.7859,0.73218,3.183274
266.0945,0.737488,3.209681
266.405,0.740793,3.235759
266.7155,0.748937,3.259153
267.0243,0.753355,3.287313
267.3416,0.762145,3.27778
267.6503,0.769715,3.28819
267.9771,0.772035,3.318322
268.2944,0.780238,3.329444
268.609,0.780906,3.376231
268.9285,0.787797,3.387736
269.2382,0.790973,3.420388
269.5496,0.795602,3.452603
269.8573,0.797969,3.493528
270.1662,0.804051,3.518072
270.4925,0.808551,3.535165
270.8107,0.813227,3.557135
271.1245,0.81857,3.583158
271.437,0.823586,3.602498
271.7774,0.82825,3.622001
272.087,0.833711,3.651915
272.3957,0.838715,3.675308
272.7048,0.842992,3.693662
273.017,0.849051,3.714864
273.3281,0.852672,3.741435
273.635,0.858824,3.75179
273.9471,0.863324,3.780388
274.2636,0.876543,3.745434
274.5707,0.874082,3.825696
274.8883,0.879297,3.841091
275.2067,0.88341,3.867498
275.5204,0.889469,3.878017
275.8333,0.893371,3.917299
276.1447,0.898621,3.939158
276.4543,0.90352,3.964141
276.7801,0.908055,3.980138
277.0906,0.914113,4.010325
277.3999,0.918801,4.033719
277.7131,0.923547,4.057606
278.0213,0.928609,4.080945
278.3337,0.934047,4.111077
278.642,0.939473,4.128609
278.9531,0.94416,4.146798
279.265,0.950418,4.17189
279.5756,0.95459,4.193366
